transaction_id,product_id,return_date,reason
T20260069876,P0453,2026-07-05,Wrong Item
T20250142912,P0390,2026-06-13,Customer Changed Mind
T20250034391,P0053,2025-10-01,Damaged
T20260010734,P0207,2025-06-24,Wrong Item
T20260098332,P0107,2026-08-10,Customer Changed Mind
T20260128393,P0083,2025-08-31,Customer Changed Mind
T20260073973,P0052,2025-02-16,Damaged
T20260085797,P0414,2026-11-17,Wrong Item
T20250132270,P0412,2025-11-02,Customer Changed Mind
T20250022590,P0344,2025-12-02,Customer Changed Mind
T20250062607,P0010,2026-04-28,Wrong Item
T20250117505,P0244,2026-03-02,Customer Changed Mind
T20260012104,P0273,2026-06-03,Damaged
T20260145107,P0090,2025-11-08,Customer Changed Mind
T20260080917,P0104,2026-08-07,Customer Changed Mind
T20250149426,P0387,2025-12-08,Customer Changed Mind
T20260036852,P0395,2025-04-16,Damaged
T20260054293,P0247,2026-02-22,Wrong Item
T20260114922,P0474,2025-12-29,Wrong Item
T20250129841,P0016,2025-01-03,Damaged
T20250006491,P0148,2026-12-20,Wrong Item
T20250085872,P0109,2025-12-17,Damaged
T20250139022,P0353,2026-11-02,Damaged
T20260012454,P0096,2026-09-06,Wrong Item
T20260082228,P0142,2025-04-20,Damaged
T20250082407,P0347,2025-07-20,Customer Changed Mind
T20260084812,P0377,2026-10-10,Wrong Item
T20260014939,P0020,2026-05-23,Wrong Item
T20250118776,P0041,2026-06-11,Customer Changed Mind
T20250080549,P0228,2025-11-26,Wrong Item
T20250117668,P0410,2025-10-07,Damaged
T20260107024,P0086,2026-10-04,Customer Changed Mind
T20260085126,P0292,2025-01-10,Customer Changed Mind
T20250057433,P0416,2026-10-07,Wrong Item
T20260037812,P0266,2025-02-11,Wrong Item
T20250042296,P0209,2026-11-28,Damaged
T20250080628,P0181,2025-12-08,Damaged
T20260079853,P0205,2025-04-01,Customer Changed Mind
T20250074062,P0487,2025-08-19,Customer Changed Mind
T20260113605,P0069,2026-04-17,Customer Changed Mind
T20260084682,P0116,2025-05-02,Damaged
T20260031747,P0017,2025-08-20,Customer Changed Mind
T20260070192,P0030,2026-09-12,Customer Changed Mind
T20250004829,P0223,2026-12-24,Wrong Item
T20250103529,P0301,2026-05-31,Customer Changed Mind
T20250024677,P0378,2025-06-24,Damaged
T20260049651,P0222,2025-10-30,Damaged
T20250065306,P0213,2026-02-16,Customer Changed Mind
T20260088474,P0440,2026-03-15,Damaged
T20250059887,P0052,2025-06-09,Wrong Item
T20260092062,P0162,2025-03-28,Wrong Item
T20260128664,P0118,2025-01-04,Wrong Item
T20250011846,P0021,2025-12-18,Customer Changed Mind
T20250019007,P0341,2026-05-27,Damaged
T20260090968,P0374,2025-06-03,Customer Changed Mind
T20260069270,P0166,2026-08-03,Damaged
T20250005180,P0119,2026-08-06,Damaged
T20260115710,P0397,2026-12-23,Damaged
T20260139712,P0380,2025-03-31,Customer Changed Mind
T20260050075,P0074,2026-04-23,Customer Changed Mind
T20260103529,P0235,2025-10-16,Customer Changed Mind
T20250032333,P0242,2025-07-26,Damaged
T20260050923,P0107,2025-02-15,Damaged
T20260039348,P0265,2025-06-22,Customer Changed Mind
T20250003262,P0064,2026-01-26,Damaged
T20250111771,P0424,2025-06-13,Wrong Item
T20260091340,P0174,2025-10-09,Damaged
T20260124674,P0070,2025-01-28,Wrong Item
T20250034306,P0331,2026-12-18,Damaged
T20260047655,P0412,2026-06-25,Customer Changed Mind
T20250126004,P0319,2026-07-11,Damaged
T20250065991,P0489,2026-01-24,Damaged
T20260084663,P0040,2026-07-16,Wrong Item
T20260128965,P0195,2025-02-16,Damaged
T20260122506,P0084,2025-07-25,Wrong Item
T20260029220,P0244,2025-08-17,Wrong Item
T20250122316,P0055,2026-09-19,Wrong Item
T20250118367,P0311,2026-03-22,Damaged
T20260043071,P0011,2026-05-25,Damaged
T20250089187,P0397,2025-10-11,Customer Changed Mind
T20250104896,P0499,2026-04-01,Customer Changed Mind
T20260031188,P0016,2025-03-31,Damaged
T20260092713,P0294,2025-06-17,Wrong Item
T20250055176,P0385,2025-11-19,Customer Changed Mind
T20250138243,P0211,2026-09-25,Wrong Item
T20260054926,P0478,2025-05-21,Wrong Item
T20260080857,P0347,2026-10-10,Wrong Item
T20250018790,P0285,2025-07-19,Wrong Item
T20260071806,P0025,2025-03-20,Customer Changed Mind
T20250037749,P0366,2025-12-15,Customer Changed Mind
T20250023688,P0254,2025-04-15,Wrong Item
T20250065767,P0220,2026-05-03,Damaged
T20250100366,P0001,2025-06-01,Customer Changed Mind
T20250127150,P0439,2026-04-11,Damaged
T20260082073,P0121,2026-05-02,Customer Changed Mind
T20260126385,P0486,2025-09-04,Damaged
T20260140565,P0106,2025-10-22,Damaged
T20250085212,P0473,2025-12-13,Damaged
T20250001151,P0001,2026-12-18,Damaged
T20260005671,P0041,2025-11-30,Customer Changed Mind
T20250083143,P0455,2026-10-13,Damaged
T20250018301,P0434,2025-07-27,Wrong Item
T20260045264,P0117,2025-03-26,Customer Changed Mind
T20250004052,P0222,2025-10-24,Customer Changed Mind
T20260045843,P0151,2026-03-25,Customer Changed Mind
T20260006764,P0182,2025-02-01,Damaged
T20260051784,P0056,2026-03-03,Damaged
T20260019510,P0329,2025-04-06,Customer Changed Mind
T20260099100,P0450,2026-12-04,Damaged
T20260013357,P0432,2026-04-24,Damaged
T20250001509,P0218,2025-04-14,Wrong Item
T20260147514,P0444,2025-07-18,Customer Changed Mind
T20250107690,P0078,2026-04-28,Wrong Item
T20250136724,P0475,2025-07-16,Customer Changed Mind
T20260003531,P0154,2026-06-30,Wrong Item
T20260116688,P0369,2026-09-26,Customer Changed Mind
T20260125458,P0037,2026-05-31,Damaged
T20250119221,P0424,2026-02-02,Wrong Item
T20250043249,P0227,2025-12-18,Customer Changed Mind
T20260055832,P0411,2026-06-05,Damaged
T20260133587,P0086,2026-11-26,Customer Changed Mind
T20260116910,P0061,2026-11-09,Customer Changed Mind
T20250015627,P0464,2026-11-21,Wrong Item
T20260060158,P0367,2025-05-31,Customer Changed Mind
T20250066927,P0087,2025-05-03,Damaged
T20260071264,P0336,2025-04-16,Customer Changed Mind
T20260092443,P0348,2025-08-21,Wrong Item
T20250008709,P0338,2026-04-22,Customer Changed Mind
T20260010840,P0276,2025-08-10,Damaged
T20260096535,P0329,2025-05-03,Wrong Item
T20250035787,P0444,2025-05-16,Wrong Item
T20260095458,P0499,2026-11-19,Damaged
T20260014277,P0021,2025-07-19,Wrong Item
T20260066660,P0128,2026-02-01,Wrong Item
T20260030227,P0215,2026-05-30,Damaged
T20260088873,P0403,2025-12-27,Customer Changed Mind
T20250029144,P0010,2025-03-07,Customer Changed Mind
T20250044773,P0294,2025-06-10,Wrong Item
T20250101295,P0276,2025-12-06,Wrong Item
T20250130108,P0495,2025-11-02,Wrong Item
T20250137052,P0180,2026-04-24,Wrong Item
T20250121334,P0114,2026-10-29,Customer Changed Mind
T20250001483,P0365,2025-02-15,Damaged
T20260131289,P0326,2026-08-14,Wrong Item
T20260070729,P0340,2025-01-26,Damaged
T20260019236,P0464,2026-12-18,Customer Changed Mind
T20250014575,P0009,2026-04-25,Wrong Item
T20260148005,P0334,2025-11-28,Wrong Item
T20250100286,P0173,2025-01-14,Damaged
T20260135831,P0451,2025-08-16,Wrong Item
T20250141191,P0205,2025-01-16,Customer Changed Mind
T20260120365,P0265,2025-08-16,Wrong Item
T20260054904,P0135,2026-07-14,Customer Changed Mind
T20250051778,P0072,2025-03-11,Damaged
T20260121260,P0019,2025-05-21,Wrong Item
T20260140224,P0077,2025-01-19,Damaged
T20250068480,P0056,2026-07-27,Wrong Item
T20260126766,P0238,2026-02-01,Customer Changed Mind
T20250077100,P0105,2026-09-10,Customer Changed Mind
T20260100028,P0280,2025-07-31,Customer Changed Mind
T20250027822,P0371,2026-06-02,Customer Changed Mind
T20250005661,P0332,2026-02-05,Damaged
T20260104947,P0021,2025-12-28,Wrong Item
T20250147601,P0224,2025-06-25,Customer Changed Mind
T20260088173,P0194,2026-07-07,Customer Changed Mind
T20250141208,P0461,2026-10-11,Damaged
T20250013457,P0107,2025-03-24,Customer Changed Mind
T20260096310,P0304,2025-12-01,Customer Changed Mind
T20260089728,P0123,2026-10-20,Customer Changed Mind
T20250026370,P0308,2026-06-16,Damaged
T20250093698,P0210,2026-08-09,Damaged
T20250074431,P0165,2025-10-28,Wrong Item
T20250078459,P0317,2025-08-07,Wrong Item
T20260060228,P0163,2026-06-06,Customer Changed Mind
T20250095328,P0274,2026-09-16,Wrong Item
T20250048464,P0366,2025-03-22,Customer Changed Mind
T20250023669,P0125,2026-12-23,Wrong Item
T20260023779,P0075,2025-07-10,Customer Changed Mind
T20250097553,P0367,2026-04-15,Customer Changed Mind
T20250017995,P0158,2025-12-03,Customer Changed Mind
T20250012836,P0153,2026-10-05,Wrong Item
T20250040346,P0217,2025-01-16,Wrong Item
T20260070069,P0308,2026-03-28,Wrong Item
T20260071456,P0357,2025-01-03,Wrong Item
T20260006986,P0461,2025-07-21,Wrong Item
T20250016393,P0470,2026-12-31,Damaged
T20260120783,P0298,2026-01-28,Damaged
T20250064272,P0260,2026-03-19,Damaged
T20250131216,P0479,2026-09-27,Customer Changed Mind
T20260071366,P0061,2025-04-16,Damaged
T20260011062,P0284,2025-09-09,Customer Changed Mind
T20260012483,P0131,2026-07-18,Damaged
T20250128141,P0328,2026-05-29,Customer Changed Mind
T20250122138,P0498,2025-12-02,Wrong Item
T20260082425,P0459,2026-10-13,Damaged
T20250073968,P0061,2026-01-03,Customer Changed Mind
T20250099193,P0418,2025-02-22,Wrong Item
T20260039318,P0052,2025-10-22,Damaged
T20260032869,P0178,2026-03-13,Customer Changed Mind
T20260072752,P0103,2026-07-31,Wrong Item
T20250030735,P0120,2025-10-31,Damaged
T20250091741,P0235,2025-10-17,Damaged
T20260080515,P0464,2026-07-27,Customer Changed Mind
T20260066801,P0084,2026-07-05,Wrong Item
T20260096095,P0068,2026-06-22,Damaged
T20260028513,P0135,2025-02-25,Wrong Item
T20260031199,P0436,2026-11-23,Customer Changed Mind
T20250116898,P0138,2026-01-20,Damaged
T20260132815,P0084,2025-10-06,Damaged
T20260072967,P0176,2025-07-17,Customer Changed Mind
T20260058454,P0202,2026-04-09,Wrong Item
T20250088997,P0499,2026-03-11,Customer Changed Mind
T20260004945,P0071,2026-06-26,Damaged
T20250003460,P0248,2026-11-04,Damaged
T20260106352,P0101,2025-05-24,Damaged
T20260065248,P0271,2025-02-15,Customer Changed Mind
T20250133295,P0492,2026-11-08,Damaged
T20250045553,P0248,2025-02-02,Damaged
T20260021964,P0408,2026-05-06,Damaged
T20260003656,P0468,2025-06-14,Damaged
T20250141865,P0103,2025-04-01,Damaged
T20250058797,P0037,2026-07-10,Customer Changed Mind
T20250051599,P0349,2025-12-08,Wrong Item
T20250135552,P0056,2026-04-22,Customer Changed Mind
T20250049473,P0132,2025-05-19,Wrong Item
T20260044071,P0473,2026-02-18,Damaged
T20250099234,P0411,2025-05-22,Customer Changed Mind
T20250038945,P0204,2025-06-16,Customer Changed Mind
T20260025889,P0263,2025-07-04,Damaged
T20260002166,P0242,2025-10-11,Wrong Item
T20260051995,P0114,2025-01-16,Customer Changed Mind
T20250145926,P0339,2025-04-17,Wrong Item
T20260037034,P0224,2025-08-25,Wrong Item
T20260139716,P0235,2025-02-03,Customer Changed Mind
T20250092250,P0328,2025-03-06,Damaged
T20260075828,P0462,2025-07-30,Damaged
T20260137055,P0104,2026-02-19,Customer Changed Mind
T20260045496,P0482,2026-07-27,Customer Changed Mind
T20260019267,P0461,2025-03-05,Wrong Item
T20250094073,P0473,2026-07-19,Wrong Item
T20260149047,P0125,2026-05-13,Wrong Item
T20250050787,P0326,2026-04-21,Customer Changed Mind
T20250088640,P0293,2025-06-04,Wrong Item
T20250086433,P0403,2026-07-27,Customer Changed Mind
T20260002992,P0468,2026-01-16,Wrong Item
T20260056101,P0045,2026-05-15,Customer Changed Mind
T20260115813,P0068,2025-10-26,Damaged
T20260024789,P0343,2025-05-14,Damaged
T20260080053,P0029,2026-09-03,Customer Changed Mind
T20260072139,P0414,2025-11-11,Damaged
T20260073312,P0461,2025-01-27,Wrong Item
T20260076624,P0303,2025-02-07,Customer Changed Mind
T20260141440,P0006,2025-03-20,Wrong Item
T20260055916,P0475,2026-12-13,Damaged
T20260060923,P0173,2026-02-17,Wrong Item
T20250078461,P0349,2026-05-19,Damaged
T20260098191,P0438,2026-03-29,Customer Changed Mind
T20250038050,P0181,2025-03-22,Wrong Item
T20260064570,P0343,2026-05-01,Customer Changed Mind
T20250109349,P0464,2025-06-26,Wrong Item
T20260113306,P0486,2026-10-04,Wrong Item
T20260118732,P0383,2025-05-22,Damaged
T20260117179,P0396,2025-04-30,Customer Changed Mind
T20250107365,P0012,2025-01-14,Wrong Item
T20260041117,P0479,2025-12-14,Wrong Item
T20250092991,P0324,2025-08-03,Damaged
T20260005341,P0394,2025-06-14,Customer Changed Mind
T20250044824,P0395,2025-07-06,Customer Changed Mind
T20250015196,P0253,2026-08-16,Customer Changed Mind
T20250090784,P0257,2026-06-03,Damaged
T20250136699,P0351,2026-01-23,Wrong Item
T20250082815,P0262,2025-08-10,Damaged
T20260098934,P0096,2025-10-09,Customer Changed Mind
T20260139308,P0009,2026-10-07,Damaged
T20260116582,P0493,2026-09-16,Damaged
T20260000244,P0114,2026-06-02,Wrong Item
T20260026641,P0093,2025-01-29,Damaged
T20250004550,P0172,2025-01-15,Wrong Item
T20250076352,P0365,2026-06-17,Customer Changed Mind
T20260021357,P0061,2026-05-01,Wrong Item
T20250094436,P0372,2025-07-21,Wrong Item
T20250034015,P0466,2025-02-04,Damaged
T20250102309,P0139,2026-08-09,Wrong Item
T20250136882,P0136,2026-10-25,Wrong Item
T20250061132,P0002,2026-03-02,Damaged
T20260145774,P0332,2026-02-18,Damaged
T20250027795,P0174,2026-09-29,Damaged
T20260071944,P0010,2025-10-04,Damaged
T20260133230,P0178,2025-09-18,Customer Changed Mind
T20250059783,P0153,2025-08-30,Customer Changed Mind
T20250022049,P0078,2026-04-14,Damaged
T20260100555,P0141,2026-07-24,Customer Changed Mind
T20250048983,P0402,2025-12-16,Damaged
T20250124169,P0106,2026-05-04,Customer Changed Mind
T20250080918,P0475,2026-08-24,Damaged
T20260094498,P0183,2026-12-08,Damaged
T20260107520,P0034,2025-01-17,Wrong Item
T20250086802,P0353,2025-10-28,Damaged
T20260045573,P0424,2026-10-15,Wrong Item
T20250003199,P0143,2025-08-30,Wrong Item
T20250054829,P0370,2025-08-23,Wrong Item
T20260120102,P0201,2025-04-07,Damaged
T20250132372,P0197,2026-04-23,Wrong Item
T20260021850,P0244,2026-08-01,Customer Changed Mind
T20250015638,P0359,2026-10-31,Wrong Item
T20250111398,P0206,2026-03-11,Wrong Item
T20250059310,P0129,2026-12-29,Customer Changed Mind
T20250131714,P0232,2025-12-11,Customer Changed Mind
T20260065502,P0442,2026-01-19,Customer Changed Mind
T20260064628,P0041,2026-02-05,Damaged
T20250134902,P0169,2026-01-24,Damaged
T20260074267,P0477,2026-02-13,Customer Changed Mind
T20250122012,P0388,2026-03-23,Damaged
T20260037738,P0280,2026-01-29,Damaged
T20260079860,P0193,2025-10-23,Customer Changed Mind
T20260130929,P0429,2026-05-23,Customer Changed Mind
T20250079540,P0275,2025-06-19,Damaged
T20250013889,P0075,2026-10-01,Damaged
T20250149258,P0291,2025-01-26,Wrong Item
T20250103395,P0204,2026-02-27,Customer Changed Mind
T20250022833,P0146,2026-12-30,Wrong Item
T20260011890,P0494,2025-06-19,Customer Changed Mind
T20250045860,P0087,2026-03-01,Customer Changed Mind
T20250143783,P0320,2026-06-09,Wrong Item
T20260074608,P0107,2025-07-27,Wrong Item
T20250059947,P0096,2025-04-20,Damaged
T20250097027,P0349,2026-04-10,Damaged
T20260091629,P0324,2026-04-30,Damaged
T20260094422,P0224,2026-09-24,Customer Changed Mind
T20250139898,P0006,2026-10-16,Damaged
T20250049458,P0059,2026-12-20,Wrong Item
T20250074002,P0343,2025-05-24,Wrong Item
T20260129963,P0201,2026-10-05,Wrong Item
T20260117245,P0160,2025-11-14,Customer Changed Mind
T20250147625,P0050,2025-01-19,Damaged
T20260015178,P0472,2025-05-14,Damaged
T20260000426,P0133,2025-09-01,Damaged
T20260024147,P0195,2025-12-31,Damaged
T20260064295,P0468,2025-12-13,Wrong Item
T20250111666,P0009,2026-06-26,Customer Changed Mind
T20260063589,P0207,2025-03-08,Wrong Item
T20250058943,P0135,2025-10-19,Wrong Item
T20260054832,P0069,2025-06-18,Customer Changed Mind
T20260073932,P0465,2025-12-27,Customer Changed Mind
T20260043986,P0044,2025-09-10,Wrong Item
T20260028904,P0151,2025-07-22,Wrong Item
T20260010963,P0269,2026-12-28,Customer Changed Mind
T20260125110,P0391,2026-06-30,Damaged
T20260009890,P0254,2025-06-30,Wrong Item
T20260005840,P0329,2025-06-10,Wrong Item
T20260016440,P0284,2026-11-29,Customer Changed Mind
T20260078792,P0002,2025-12-10,Customer Changed Mind
T20250024452,P0106,2026-03-11,Customer Changed Mind
T20260003884,P0264,2025-05-27,Customer Changed Mind
T20260006278,P0425,2025-03-27,Customer Changed Mind
T20250136867,P0347,2026-08-06,Customer Changed Mind
T20250139968,P0393,2026-06-29,Damaged
T20250109750,P0297,2025-07-01,Damaged
T20260026155,P0281,2025-03-14,Damaged
T20260014893,P0303,2025-04-22,Damaged
T20250051918,P0251,2025-07-31,Damaged
T20260087259,P0166,2026-02-01,Damaged
T20250143433,P0385,2026-01-27,Customer Changed Mind
T20250134863,P0493,2025-01-08,Damaged
T20250020624,P0314,2025-01-04,Customer Changed Mind
T20250111246,P0384,2025-09-18,Customer Changed Mind
T20250122848,P0318,2026-05-20,Wrong Item
T20250083361,P0341,2025-12-11,Wrong Item
T20250078058,P0213,2025-04-28,Wrong Item
T20250093581,P0140,2025-05-14,Damaged
T20260004798,P0329,2025-08-10,Wrong Item
T20250122787,P0450,2026-01-08,Customer Changed Mind
T20250149023,P0226,2026-03-07,Wrong Item
T20260100892,P0059,2026-08-10,Customer Changed Mind
T20260027862,P0473,2025-12-16,Damaged
T20260106796,P0147,2026-07-08,Wrong Item
T20250036329,P0257,2026-06-20,Wrong Item
T20260013595,P0252,2026-12-06,Wrong Item
T20250072292,P0194,2026-02-01,Customer Changed Mind
T20250064655,P0053,2025-10-14,Customer Changed Mind
T20250114135,P0098,2026-12-30,Damaged
T20260044944,P0480,2026-07-22,Customer Changed Mind
T20260036494,P0402,2026-10-24,Wrong Item
T20260036219,P0231,2025-08-06,Damaged
T20260013195,P0421,2025-04-01,Wrong Item
T20260059025,P0301,2025-03-17,Customer Changed Mind
T20250081883,P0443,2025-10-13,Customer Changed Mind
T20260086617,P0365,2025-11-04,Damaged
T20250069777,P0157,2025-10-04,Damaged
T20260137295,P0236,2025-10-15,Damaged
T20260109412,P0070,2026-02-04,Wrong Item
T20260061974,P0403,2025-10-06,Wrong Item
T20260010771,P0030,2026-06-29,Damaged
T20250011681,P0391,2026-03-11,Damaged
T20260018988,P0457,2025-11-08,Customer Changed Mind
T20250065965,P0303,2025-02-10,Wrong Item
T20260127078,P0248,2026-04-20,Wrong Item
T20260103385,P0002,2025-01-29,Customer Changed Mind
T20250115627,P0270,2025-11-12,Wrong Item
T20260002843,P0268,2026-10-17,Damaged
T20260110521,P0432,2026-05-18,Customer Changed Mind
T20250066434,P0205,2025-01-23,Damaged
T20250093179,P0324,2025-06-27,Wrong Item
T20260026693,P0276,2025-05-29,Damaged
T20250043427,P0241,2025-02-11,Wrong Item
T20260124645,P0327,2026-07-25,Wrong Item
T20260013114,P0419,2025-09-01,Wrong Item
T20260060803,P0288,2026-06-21,Wrong Item
T20260124965,P0472,2025-12-28,Damaged
T20250113430,P0017,2026-11-04,Wrong Item
T20250002264,P0482,2026-06-25,Wrong Item
T20250032401,P0032,2026-10-06,Damaged
T20260109110,P0042,2026-01-13,Customer Changed Mind
T20260019500,P0075,2025-02-26,Customer Changed Mind
T20250018105,P0452,2026-01-28,Damaged
T20260146268,P0109,2026-01-16,Customer Changed Mind
T20260031340,P0480,2026-11-27,Wrong Item
T20260079588,P0498,2025-08-05,Customer Changed Mind
T20250102838,P0333,2025-05-29,Customer Changed Mind
T20260012641,P0378,2025-07-06,Wrong Item
T20260068809,P0279,2025-09-12,Customer Changed Mind
T20260065534,P0346,2026-06-13,Customer Changed Mind
T20260074603,P0239,2025-08-21,Damaged
T20250063124,P0126,2026-07-10,Customer Changed Mind
T20260124626,P0436,2025-06-18,Wrong Item
T20260026965,P0062,2026-06-27,Damaged
T20260138266,P0344,2025-07-18,Damaged
T20250067126,P0146,2025-07-07,Damaged
T20260049246,P0073,2025-10-30,Customer Changed Mind
T20260072111,P0098,2026-12-25,Damaged
T20260119489,P0087,2026-01-31,Customer Changed Mind
T20250070597,P0088,2026-10-24,Wrong Item
T20250031433,P0051,2025-08-17,Customer Changed Mind
T20260003745,P0021,2026-01-18,Customer Changed Mind
T20250084318,P0065,2025-11-28,Damaged
T20250038773,P0315,2026-06-29,Damaged
T20260074787,P0462,2025-05-04,Customer Changed Mind
T20250051481,P0014,2026-11-21,Customer Changed Mind
T20260041641,P0297,2025-11-14,Customer Changed Mind
T20250021597,P0492,2026-03-31,Wrong Item
T20260117063,P0047,2026-01-05,Wrong Item
T20250131429,P0415,2025-04-29,Damaged
T20260002192,P0208,2026-03-29,Wrong Item
T20260077252,P0251,2025-04-29,Damaged
T20250016463,P0186,2025-06-05,Customer Changed Mind
T20260124293,P0246,2026-12-07,Customer Changed Mind
T20250097833,P0021,2026-01-13,Customer Changed Mind
T20250027906,P0437,2026-07-21,Damaged
T20250034241,P0480,2025-12-24,Damaged
T20250108719,P0283,2026-11-08,Damaged
T20260079202,P0186,2025-12-10,Customer Changed Mind
T20250015560,P0057,2025-08-01,Customer Changed Mind
T20260004698,P0289,2026-08-14,Wrong Item
T20250044585,P0358,2025-04-18,Customer Changed Mind
T20250035065,P0413,2026-01-26,Wrong Item
T20250043392,P0092,2026-03-11,Wrong Item
T20250127486,P0193,2026-09-03,Wrong Item
T20250066910,P0105,2026-07-19,Customer Changed Mind
T20250092463,P0470,2025-03-25,Damaged
T20250106635,P0230,2026-02-12,Wrong Item
T20260149672,P0221,2026-05-16,Wrong Item
T20260121417,P0452,2026-08-26,Damaged
T20260144284,P0460,2025-05-22,Wrong Item
T20260089969,P0296,2026-12-21,Wrong Item
T20260055885,P0146,2025-11-11,Damaged
T20260062596,P0270,2026-05-06,Customer Changed Mind
T20260142681,P0249,2025-03-24,Customer Changed Mind
T20250108148,P0427,2026-04-12,Wrong Item
T20250009181,P0259,2026-04-06,Wrong Item
T20260109225,P0148,2026-03-03,Wrong Item
T20260104250,P0076,2025-04-08,Wrong Item
T20260140295,P0442,2026-02-19,Customer Changed Mind
T20250141345,P0358,2026-05-13,Customer Changed Mind
T20250024658,P0200,2026-10-26,Customer Changed Mind
T20250040486,P0328,2025-02-22,Damaged
T20250016990,P0358,2026-12-27,Wrong Item
T20260128853,P0001,2026-06-21,Wrong Item
T20250062665,P0444,2025-12-13,Damaged
T20250020779,P0447,2026-05-26,Customer Changed Mind
T20260070779,P0341,2026-07-05,Wrong Item
T20250079214,P0185,2025-04-22,Customer Changed Mind
T20260111981,P0300,2026-12-04,Damaged
T20250030624,P0301,2025-05-11,Damaged
T20260036288,P0103,2025-08-05,Customer Changed Mind
T20250101326,P0152,2025-07-25,Damaged
T20250112288,P0362,2025-11-12,Wrong Item
T20250051285,P0047,2026-03-12,Wrong Item
T20250015279,P0270,2025-10-07,Damaged
T20260089808,P0207,2026-09-13,Customer Changed Mind
T20260120522,P0018,2025-08-20,Wrong Item
T20250031173,P0285,2026-01-29,Damaged
T20250128818,P0223,2026-10-02,Damaged
T20260040746,P0401,2026-05-23,Customer Changed Mind
T20260056666,P0291,2026-01-20,Damaged
T20260052461,P0450,2026-09-27,Wrong Item
T20260105463,P0110,2025-09-13,Damaged
T20250095100,P0196,2026-12-07,Wrong Item
T20250078816,P0270,2025-09-20,Customer Changed Mind
T20260022084,P0032,2025-03-12,Customer Changed Mind
T20250104606,P0303,2026-03-23,Customer Changed Mind
T20260096787,P0160,2026-03-18,Wrong Item
T20250131757,P0344,2026-05-21,Damaged
T20260066428,P0075,2026-01-28,Wrong Item
T20250139296,P0193,2025-12-30,Wrong Item
T20260009319,P0129,2026-05-15,Wrong Item
T20250033400,P0298,2026-05-06,Wrong Item
T20250042276,P0482,2025-11-07,Wrong Item
T20250101210,P0088,2026-10-01,Customer Changed Mind
T20260034031,P0157,2026-10-23,Damaged
T20250033874,P0058,2025-05-06,Damaged
T20250073982,P0163,2025-12-01,Wrong Item
T20260096179,P0093,2025-09-19,Damaged
T20260137941,P0264,2026-12-31,Damaged
T20250081640,P0072,2026-08-22,Wrong Item
T20260130226,P0488,2026-01-17,Customer Changed Mind
T20250106050,P0384,2025-12-11,Customer Changed Mind
T20250015774,P0267,2026-08-18,Damaged
T20250124346,P0024,2025-06-15,Wrong Item
T20250099076,P0083,2025-06-21,Wrong Item
T20260047676,P0219,2026-01-21,Customer Changed Mind
T20250092471,P0145,2026-02-25,Customer Changed Mind
T20260085491,P0243,2025-10-21,Damaged
T20260114178,P0064,2026-12-26,Customer Changed Mind
T20260035762,P0129,2025-11-24,Wrong Item
T20250106674,P0003,2026-05-07,Damaged
T20250117864,P0453,2025-01-15,Customer Changed Mind
T20250003644,P0146,2026-07-01,Damaged
T20260067081,P0091,2025-02-18,Damaged
T20250001499,P0224,2026-08-25,Wrong Item
T20260117622,P0188,2026-09-18,Wrong Item
T20260042970,P0222,2025-03-22,Damaged
T20260069497,P0430,2025-11-05,Customer Changed Mind
T20250094454,P0069,2026-02-08,Damaged
T20260129454,P0310,2025-11-10,Customer Changed Mind
T20250030495,P0291,2026-06-22,Customer Changed Mind
T20250127548,P0478,2025-11-09,Wrong Item
T20260096266,P0087,2026-10-02,Customer Changed Mind
T20260018982,P0095,2026-01-14,Wrong Item
T20250132638,P0498,2025-10-16,Damaged
T20260060513,P0496,2026-09-28,Customer Changed Mind
T20250048188,P0470,2026-01-29,Wrong Item
T20250034203,P0390,2025-01-28,Wrong Item
T20260087499,P0322,2026-07-06,Customer Changed Mind
T20260053084,P0273,2025-12-12,Damaged
T20250109633,P0263,2026-09-28,Customer Changed Mind
T20260001349,P0093,2025-07-26,Wrong Item
T20260045699,P0005,2025-02-14,Wrong Item
T20260056460,P0218,2025-01-10,Damaged
T20250110553,P0161,2026-12-17,Customer Changed Mind
T20260058029,P0093,2026-02-16,Customer Changed Mind
T20250136369,P0328,2026-07-12,Customer Changed Mind
T20250050506,P0422,2025-10-10,Customer Changed Mind
T20260096191,P0365,2025-07-24,Wrong Item
T20250099575,P0045,2026-12-18,Damaged
T20260131465,P0383,2025-01-21,Damaged
T20250135129,P0253,2025-11-21,Wrong Item
T20250038902,P0182,2025-08-15,Damaged
T20250089057,P0010,2026-05-24,Customer Changed Mind
T20250040483,P0228,2026-01-17,Customer Changed Mind
T20260027123,P0357,2025-08-18,Customer Changed Mind
T20250010055,P0419,2026-05-05,Damaged
T20260041575,P0246,2025-07-26,Damaged
T20250041298,P0001,2026-02-21,Wrong Item
T20250001328,P0196,2026-09-09,Damaged
T20260023699,P0446,2026-02-03,Customer Changed Mind
T20250038154,P0464,2026-07-11,Wrong Item
T20260020112,P0491,2025-08-14,Wrong Item
T20260101860,P0002,2025-11-20,Customer Changed Mind
T20250117758,P0032,2026-11-28,Wrong Item
T20250092582,P0041,2026-06-18,Wrong Item
T20250147332,P0064,2025-01-03,Damaged
T20260121211,P0359,2025-10-28,Customer Changed Mind
T20260042280,P0122,2025-04-01,Damaged
